"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
-1.89176666666667,3.77978666666667,-4.1706074768419,0.000401242332798118,0.0607855358703778,0.157582765792424,"CLYBL"
2.33129166666667,6.14134916666667,4.16672674526647,0.000405054951363966,0.0607855358703778,0.149139880890968,"TGIF1"
-2.04644166666667,5.9587875,-4.16474089576594,0.000407019896731029,0.0607855358703778,0.144819553283566,"ACTR10"
1.92714833333333,4.73067583333333,4.1610835404543,0.000410663656708154,0.0607855358703778,0.136862897255227,"ACTN1"
-1.86379666666667,6.822625,-4.15417335710783,0.000417637156778052,0.0607855358703778,0.121830114337793,"ABCD2"
-2.02497,5.375425,-4.15102469127344,0.000420853702161832,0.0607855358703778,0.114980553264076,"CKS2"
-2.27077833333333,6.53868416666667,-4.1509285580346,0.000420952295382467,0.0607855358703778,0.114771428637068,"MCAM"
-2.41625333333333,4.93517666666667,-4.1477614098324,0.000424213394525027,0.0607855358703778,0.107881808225786,"CA8"
2.797815,6.56010416666667,4.14342338444132,0.000428721007412871,0.0607855358703778,0.0984453741011135,"CEBPD"
1.87625,6.69874666666667,4.14259030772885,0.000429592100210094,0.0607855358703778,0.0966332290258984,"COL23A1"
-2.49231833333334,5.20503583333333,-4.13738717556634,0.000435072721693352,0.0608597976684296,0.0853153944041711,"ACAD9"
-2.072135,3.32820583333333,-4.13546902097087,0.000437110704927241,0.0608597976684296,0.0811431415418644,"TMEM77"
-2.13244666666667,6.07584333333333,-4.13176530932452,0.00044107274559208,0.0609240481292426,0.0730872275807473,"SLC9A7"
2.16033333333333,4.43591166666667,4.12221645296256,0.000451453447136961,0.0618668960155249,0.0523186895383905,"TXNIP"
-2.195565,5.22902083333333,-4.11116301734597,0.000463774067133474,0.0624928233013446,0.0282798541935829,"MLF2"
-2.060595,5.33135583333333,-4.10763246384907,0.000467779502197753,0.0624928233013446,0.0206021754209704,"ATRNL1"
1.829105,9.92872583333333,4.10646203305705,0.00046911495233898,0.0624928233013446,0.0180569681518996,"ART5"
-1.86310833333333,4.2146925,-4.10535303487835,0.000470383811335104,0.0624928233013446,0.0156453782001371,"PSMG3"
-1.03831,2.84599833333333,-4.0978370304912,0.000479073773181188,0.0628771457895988,-0.000697973417652875,"AGBL4"
-1.99402333333333,7.39949,-4.09297814240778,0.000484776474797293,0.0628771457895988,-0.0112628285282996,"CYB5R1"
2.167045,4.7627625,4.09266302663619,0.000485148639827541,0.0628771457895988,-0.0119479774429001,"LRRFIP1"
-2.01648833333333,3.60930416666667,-4.08900547122795,0.000489489234223723,0.0628771457895988,-0.0199003459041291,"C1orf71"
-1.830965,4.43439916666667,-4.08490722611965,0.000494398757808668,0.0628771457895988,-0.0288104980413824,"FAM50A"
1.78665166666667,3.5246575,4.08444678544389,0.000494953399975583,0.0628771457895988,-0.0298115344407073,"VPS37D"
-2.003295,6.56452416666667,-4.06627726177822,0.000517341721162465,0.0648827121851056,-0.0693093026008844,"PFKP"
-1.970545,3.80647583333333,-4.06559892769117,0.000518196793480216,0.0648827121851056,-0.070783728761012,"COPE"
1.75642333333333,4.75644333333333,4.05556409119715,0.00053101167841123,0.065299964556247,-0.0925939391283297,"ACIN1"
-2.14829166666667,3.82878916666667,-4.05266827454393,0.000534768023187904,0.065299964556247,-0.0988873151188763,"WDR63"
2.16158333333333,4.20261166666667,4.05220348138741,0.000535373392211376,0.065299964556247,-0.099897410778893,"EDN1"
1.851085,7.0826675,4.05131132800832,0.000536537286344709,0.065299964556247,-0.10183623439965,"CDH4"
0.947763333333334,2.55777666666667,4.04699395149047,0.000542205347568983,0.0655315407575735,-0.111218401820127,"TRPC4"
1.97275,4.20504333333333,4.03071492545491,0.000564117968774319,0.0661710857832829,-0.146589450857332,"FLT1"
1.80377,4.05351666666667,4.03058804282023,0.000564292173767398,0.0661710857832829,-0.146865107923035,"ITGAX"
1.53381833333333,3.82365416666667,4.02880368553458,0.000566747700206188,0.0661710857832829,-0.150741631658594,"ABHD14B"
-1.87218166666667,5.61263916666667,-4.02111598622725,0.000577449099356368,0.0661710857832829,-0.16744196912548,"B4GALT6"
1.99608833333333,3.77344083333333,4.02063361467654,0.000578127225761032,0.0661710857832829,-0.168489779521646,"UCP2"
-2.396135,5.0058475,-4.01955446955314,0.000579647174546285,0.0661710857832829,-0.170833875934857,"TUBA8"
-1.90811833333334,5.40004583333333,-4.01881087238274,0.000580696823207114,0.0661710857832829,-0.172449078594822,"ATP1A1"
-1.23028166666667,2.6578925,-4.0149670734774,0.000586152859285163,0.0661710857832829,-0.180798067654066,"ISCA1"
-2.05016666666667,4.55894833333333,-4.01411428329412,0.000587370231238152,0.0661710857832829,-0.182650314420775,"GNG3"
1.826385,4.92517416666667,4.01188345843261,0.000590566666988836,0.0661710857832829,-0.187495507932738,"BAT2L"
-2.18471166666667,4.54100416666667,-4.0103128883097,0.000592827420710242,0.0661710857832829,-0.19090656766008,"EIF5"
-1.72546,3.48373666666667,-4.01010891449837,0.000593121660663763,0.0661710857832829,-0.191349563847482,"LSG1"
-2.13972,5.53023,-3.994587439404,0.000615942893394433,0.067036831739518,-0.2250550226917,"LYSMD2"
-1.79766166666667,5.8456325,-3.99410982947748,0.00061665878833338,0.067036831739518,-0.226092025268154,"BXDC5"
-1.9074,7.53496,-3.99395312078742,0.000616893860811532,0.067036831739518,-0.226432274462998,"HSPB6"
