"ID","Description","seed_fraction","median_NES","median_p.adjust"
"GO:0031345","negative regulation of cell projection organization",0,1.61008761566848,0.163469674858151
"GO:0045071","negative regulation of viral genome replication",0,1.63797421256944,0.204170927169735
"GO:0002698","negative regulation of immune effector process",0,1.61745541111422,0.19272744935895
"GO:0043537","negative regulation of blood vessel endothelial cell migration",0,1.62415837200675,0.228954107872409
"GO:0150115","cell-substrate junction organization",0,1.57986565504117,0.216043770907278
"GO:0045669","positive regulation of osteoblast differentiation",0,1.6282407373852,0.22274122728692
"GO:0070229","negative regulation of lymphocyte apoptotic process",0,1.61249883049189,0.261993834593024
"GO:0090130","tissue migration",0,1.5996388848264,0.206712225102149
"GO:0032943","mononuclear cell proliferation",0,1.62790405608246,0.140376414111819
"GO:0032897","negative regulation of viral transcription",0,1.61015821339316,0.225520007333067
"GO:0060402","calcium ion transport into cytosol",0,-1.59985610106206,0.154577552474719
"GO:0001953","negative regulation of cell-matrix adhesion",0,1.62346508768627,0.225391763968634
"GO:0001938","positive regulation of endothelial cell proliferation",0,1.62382961723731,0.21687167965949
"GO:0002792","negative regulation of peptide secretion",0,1.61311962102311,0.232604813722857
"GO:0035988","chondrocyte proliferation",0,1.63260507795494,0.195775118820439
"GO:0042542","response to hydrogen peroxide",0,1.59084894027365,0.227662264626672
"GO:0002689","negative regulation of leukocyte chemotaxis",0,1.61462283690126,0.199700830582264
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration",0,1.60550551439576,0.229258229617297
"GO:0046683","response to organophosphorus",0,1.58557952645548,0.207766857670479
"GO:0002548","monocyte chemotaxis",0,1.61233461108512,0.249735197447713
"GO:0042044","fluid transport",0,1.60698725703681,0.225794847422473
"GO:0006882","intracellular zinc ion homeostasis",0,1.61790528160613,0.235526201858603
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis",0,1.61055898346179,0.202521145422896
"GO:0099068","postsynapse assembly",0,1.586581664183,0.222259241667827
"GO:0070232","regulation of T cell apoptotic process",0,1.59718350045799,0.247033812621905
"GO:0060324","face development",0,1.59683437867108,0.26784585197122
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0,1.596910106234,0.238207740608165
"GO:0002090","regulation of receptor internalization",0,1.58681865949978,0.233621355220374
"GO:0048709","oligodendrocyte differentiation",0,1.63270350741614,0.217064269767212
"GO:0071496","cellular response to external stimulus",0,1.58176819100432,0.219886413014694
"GO:0065004","protein-DNA complex assembly",0,1.61924587846667,0.172105595543056
"GO:0001894","tissue homeostasis",0,1.59986149618262,0.157399637338194
"GO:0060249","anatomical structure homeostasis",0,1.59986149618262,0.157399637338194
"GO:0030852","regulation of granulocyte differentiation",0,1.62242792450856,0.205384064283538
"GO:0099172","presynapse organization",0,1.58562437527558,0.246782284271836
"GO:0038092","nodal signaling pathway",0,-1.60985747542419,0.146228998143153
"GO:0048041","focal adhesion assembly",0,1.58109467478898,0.228704649307613
"GO:1902950","regulation of dendritic spine maintenance",0,1.60405359452467,0.20489332860906
"GO:0035329","hippo signaling",0,1.61547753539873,0.23122474377283
"GO:0048589","developmental growth",0,1.56902529256146,0.117397279692059
"GO:0014909","smooth muscle cell migration",0,1.56774133110809,0.250286799325235
"GO:0001881","receptor recycling",0,-1.57341469805095,0.16821864656711
"GO:0014904","myotube cell development",0,-1.60904653200301,0.15304796548095
"GO:0003171","atrioventricular valve development",0,1.62535707020245,0.230200573646103
"GO:0010719","negative regulation of epithelial to mesenchymal transition",0,1.63438620897669,0.240594483629963
"GO:0097501","stress response to metal ion",0,1.6047719533413,0.216500148092724
"GO:0001649","osteoblast differentiation",0,1.6068957305534,0.166868870952184
"GO:0010742","macrophage derived foam cell differentiation",0,1.59951693680536,0.231864986023606
"GO:0030856","regulation of epithelial cell differentiation",0,1.61925173744453,0.197359749928808
"GO:0002921","negative regulation of humoral immune response",0,1.61146909613209,0.231421801838799
"GO:0010717","regulation of epithelial to mesenchymal transition",0,1.55686961174199,0.238374021362794
"GO:0097091","synaptic vesicle clustering",0,1.58821903547905,0.246845676449435
"GO:0090132","epithelium migration",0,1.59932724907543,0.209042115867161
"GO:0034242","negative regulation of syncytium formation by plasma membrane fusion",0,1.61086053858597,0.217158817850329
"GO:0062012","regulation of small molecule metabolic process",0,1.59163432025654,0.123788200521532
"GO:2000232","regulation of rRNA processing",0,-1.59206559307667,0.163736442167893
"GO:1900271","regulation of long-term synaptic potentiation",0,1.59734012814658,0.243088069183049
"GO:0030149","sphingolipid catabolic process",0,-1.60655639083746,0.155520015356232
"GO:0060350","endochondral bone morphogenesis",0,1.60875850007692,0.242189771584346
"GO:0010631","epithelial cell migration",0,1.59950830828575,0.231760384306837
"GO:0060074","synapse maturation",0,1.55728552232066,0.315720209434748
"GO:0036151","phosphatidylcholine acyl-chain remodeling",0,1.59291419715207,0.205669685712056
"GO:0030851","granulocyte differentiation",0,1.64470907582829,0.217018688274291
"GO:0070555","response to interleukin-1",0,1.58797064022494,0.2087414384227
"GO:0002573","myeloid leukocyte differentiation",0,1.59280241087475,0.16045643238621
"GO:0015669","gas transport",0,1.58331731258239,0.251182974243495
"GO:0003170","heart valve development",0,1.61384330891842,0.223120910493456
"GO:0099054","presynapse assembly",0,1.60253435978139,0.234709064028306
"GO:0043542","endothelial cell migration",0,1.57704965903136,0.152165334308519
"GO:0051048","negative regulation of secretion",0,1.57085973005646,0.194809965410206
"GO:0007507","heart development",0,1.57524876309137,0.105639805880006
"GO:0090279","regulation of calcium ion import",0,1.58972660427178,0.247372415964249
"GO:1901740","negative regulation of myoblast fusion",0,1.58839840271924,0.238616920444008
"GO:0048640","negative regulation of developmental growth",0,1.55162907882014,0.261760086491517
"GO:0160049","negative regulation of cGAS/STING signaling pathway",0,-1.59201920353299,0.144079936625302
"GO:0055094","response to lipoprotein particle",0,1.57953556252921,0.257813963606132
"GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel",0,-1.58940143363654,0.162142097539691
"GO:0046686","response to cadmium ion",0,1.58730588501595,0.238616920444008
"GO:0002031","G protein-coupled receptor internalization",0,1.58535367848778,0.216349198997447
